Message,ID,ProviderName,LogName,MachineName,TimeCreated,ContainerLog,LevelDisplayName,CreatedDate
Volume Shadow Copy Service information: The COM Server with CLSID {4e14fba2-2e22-11d1-9964-00c04fbbb345} and name CEventSystem cannot be started. [0x8007045b A system shutdown is in progress.] ,8193,VSS,Application,LX1APDS01PV,2025-11-14 14:25:44,Application,Error,2025-11-14 09:37:48.783000000
The Security System has detected a downgrade attempt when contacting the 3-part SPN  LDAP/HC1DCRT2PV.TCG.com/TCG.com@TCG.COM  with error code "The attempted logon is invalid. This is either due to a bad username or authentication information. (0xc000006d)". Authentication was denied.,6038,LsaSrv,System,HC1DBSQ62PV,2025-11-14 23:47:36,System,Warning,2025-11-14 09:37:48.787000000
The COM+ Event System failed to fire the DisplayUnlock method on event class {D5978630-5B9F-11D1-8DD2-00AA004ABD5E} for publisher  and subscriber . The display name of the subscription is "Visual Studio ISensLogon Subscription". The HRESULT was 8001010a.,4354,Microsoft-Windows-EventSystem,Application,LD5AIDBSQ01PV,2025-11-14 14:22:50,Application,Warning,2025-11-14 09:37:48.787000000
The processing of Group Policy failed. Windows attempted to retrieve new Group Policy settings for this user or computer. Look in the details tab for error code and description. Windows will automatically retry this operation at the next refresh cycle. Computers joined to the domain must have proper name resolution and network connectivity to a domain controller for discovery of new Group Policy objects and settings. An event will be logged when Group Policy is successful.,1030,Microsoft-Windows-GroupPolicy,System,AWSDBSQ62PV,2025-11-14 10:56:30,System,Error,2025-11-14 09:37:48.783000000
This computer was not able to set up a secure session with a domain controller in domain CARLYLEDC due to the following: We can't sign you in with this credential because your domain isn't available. Make sure your device is connected to your organization's network and try again. If you previously signed in on this device with another credential you can sign in with that credential. This may lead to authentication problems. Make sure that this computer is connected to the network. If the problem persists please contact your domain administrator.  ADDITIONAL INFO If this computer is a domain controller for the specified domain it sets up the secure session to the primary domain controller emulator in the specified domain. Otherwise this computer sets up the secure session to any domain controller in the specified domain.,5719,NETLOGON,System,AWSDBSQ51PV,2025-11-14 11:28:57,System,Error,2025-11-14 09:37:48.787000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10149,Microsoft-Windows-WinRM,System,LX1APDS01PV,2025-11-14 14:25:44,System,Warning,2025-11-14 09:37:48.787000000
SQL Server Scheduled Job 'DBA_Copy_Only_Backup_CDSAML_Prod.DBA_Copy_Only_Backup_CDSAML_Prod' (0xAE235499C448FF4AB9527149DB4069D7) - Status: Failed - Invoked on: 2025-11-10 03:00:00 - Message: The job failed.  The Job was invoked by Schedule 23 (DBA_Copy_Only_Backup_CDSAML_Prod.DBA_Copy_Only_Backup_CDSAML_Prod).  The last step to run was step 1 (DBA_Copy_Only_Backup_CDSAML_Prod).,208,SQLSERVERAGENT,Application,HC1DBSQ60PV,2025-11-14 03:00:01,Application,Warning,2025-11-14 09:37:48.790000000
PausingBindingUntilAfterCheckin.242.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,AWSDBSQ48PV,2025-11-14 21:01:38,Application,Error,2025-11-14 09:37:48.790000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService130,Application,HC1DBSQ62PV,2025-11-14 06:15:23,Application,Warning,2025-11-14 09:37:48.790000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,AWSDBSQ51PV,2025-11-14 21:32:45,System,Warning,2025-11-14 09:37:48.790000000
The Open procedure for service "WmiApRpl" in DLL "C:\Windows\system32\wbem\wmiaprpl.dll" failed with error code The device is not ready.. Performance data for this service will not be available.,1008,Microsoft-Windows-Perflib,Application,AWSDBSQ62PV,2025-11-14 20:12:27,Application,Warning,2025-11-14 09:37:48.790000000
Application 'D:\Program Files\Microsoft SQL Server\MSSQL14.MSSQLSERVER\MSSQL\Binn\fdhost.exe' (pid 6924) cannot be restarted - Application SID does not match Conductor SID..,10010,Microsoft-Windows-RestartManager,Application,HC1DBSQ45PV,2025-11-14 03:17:00,application,Warning,2025-11-14 09:37:48.790000000
The Python service control handler failed. <Error getting traceback - traceback.print_exception() failed %2: %3,11,AwsReplicationVolumeUpdaterService,Application,AWSDBSQ51PV,2025-11-14 20:58:30,Application,Error,2025-11-14 09:37:48.790000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10149,Microsoft-Windows-WinRM,System,HC1DBSQ39PV,2025-11-14 05:15:42,System,Warning,2025-11-14 09:37:48.793000000
Current server is unaccessible switching to a failover host; current='dr1siem22p.thecarlylegroup.local' failover='awssiem1pv.thecarlylegroup.local',206,syslog-ng Agent,Application,AWSDBSQ62PV,2025-11-14 20:02:59,Application,Warning,2025-11-14 09:37:48.793000000
The winlogon notification subscriber <TrustedInstaller> took 71 second(s) to handle the notification event (CreateSession).,6006,Microsoft-Windows-Winlogon,Application,HC1DBSQ27PV,2025-11-14 03:06:59,Application,Warning,2025-11-14 09:37:48.793000000
32.188: EFS service failed to provision a user for DPL. Error code: 0x5.,4402,Microsoft-Windows-EFS,Application,HC1DBSQ45PV,2025-11-14 03:18:36,application,Error,2025-11-14 09:37:48.797000000
The login packet used to open the connection is structurally invalid; the connection has been closed. Please contact the vendor of the client library. [CLIENT: 10.32.15.45],17836,MSSQLSERVER,Application,HC1DBSQ57PV,2025-11-14 18:43:38,Application,Error,2025-11-14 09:37:48.797000000
This computer was not able to set up a secure session with a domain controller in domain CARLYLEDC due to the following: We can't sign you in with this credential because your domain isn't available. Make sure your device is connected to your organization's network and try again. If you previously signed in on this device with another credential you can sign in with that credential. This may lead to authentication problems. Make sure that this computer is connected to the network. If the problem persists please contact your domain administrator.  ADDITIONAL INFO If this computer is a domain controller for the specified domain it sets up the secure session to the primary domain controller emulator in the specified domain. Otherwise this computer sets up the secure session to any domain controller in the specified domain.,5719,NETLOGON,System,AWSDBSQ62PV,2025-11-14 13:35:33,System,Error,2025-11-14 09:37:48.797000000
Certificate for local system with Thumbprint cc f0 41 46 e7 ab d4 c0 a0 64 4a 67 ad 69 5f c0 a7 1f 28 78 is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,HC1DBSQ90PV,2025-11-14 22:50:14,Application,Warning,2025-11-14 09:37:48.800000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10154,Microsoft-Windows-WinRM,System,HC1DBSQ60PV,2025-11-14 12:58:39,System,Warning,2025-11-14 09:37:48.800000000
Profile notification of event Create for component {2c86c843-77ae-4284-9722-27d65366543c} failed error code is Not implemented. ,1534,Microsoft-Windows-User Profiles Service,Application,HC1DBSQ55Pv,2025-11-14 06:57:45,application,Warning,2025-11-14 09:37:48.800000000
wmiprvse (9812D50) SoftwareUsageMetrics-Prv: Flush map file "C:\Windows\system32\LogFiles\Sum\{AAEDB746-4267-4A02-A678-6E62BD68FE68}.jfm" will be deleted. Reason: ReadHdrFailed.,640,ESENT,Application,AWSDBSQ51PV,2025-11-14 22:08:07,Application,Warning,2025-11-14 09:37:48.800000000
Certificate for local system with Thumbprint d2 4d 3d 62 d7 9e e7 0c e3 7f a0 ab 00 ee 36 e0 d7 eb 51 2a is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,HC1DBSQ33PV,2025-11-14 08:17:08,Application,Warning,2025-11-14 09:37:48.800000000
The application System with process id 4 stopped the removal or ejection for the device PCI\VEN_1AF4&DEV_1004&SUBSYS_00081AF4&REV_00\3&13c0b0c5&0&20.Process command line: ,225,Microsoft-Windows-Kernel-PnP,System,LX1APDS01PV,2025-11-14 18:50:30,System,Warning,2025-11-14 09:37:48.803000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10154,Microsoft-Windows-WinRM,System,LX1APDS01PV,2025-11-14 15:30:25,System,Warning,2025-11-14 09:37:48.803000000
The server Microsoft.Windows.Cortana_1.11.6.17763_neutral_neutral_cw5n1h2txyewy!CortanaUI.AppXd4tad4d57t4wtdbnnmb8v2xtzym8c1n8.mca did not register with DCOM within the required timeout.,10010,Microsoft-Windows-DistributedCOM,System,HC1DBSQ53PV,2025-11-14 11:06:39,System,Error,2025-11-14 09:37:48.803000000
The system failed to register host (A or AAAA) resource records (RRs) for network adapterwith settings:           Adapter Name : {7584C56A-E2FA-44C3-808B-D05891E6EF80}           Host Name : HC1DBSQ62PV           Primary Domain Suffix : thecarlylegroup.local           DNS server list :             	10.14.0.10 10.14.0.11 10.13.0.19           Sent update to server : 10.14.0.10:53           IP Address(es) :             10.14.27.62The reason the system could not register these RRs was because the DNS server contacted refused the update request. The reasons for this might be (a) you are not allowed to update the specified DNS domain name or (b) because the DNS server authoritative for this name does not support the DNS dynamic update protocol.To register the DNS host (A or AAAA) resource records using the specific DNS domain name and IP addresses for this adapter contact your DNS server or network systems administrator.,8018,Microsoft-Windows-DNS-Client,System,HC1DBSQ62PV,2025-11-14 07:52:55,System,Warning,2025-11-14 09:37:48.803000000
SQLVDI: Loc=TriggerAbort. Desc=invoked. ErrorCode=(0). Process=5896. Thread=10272. Server. Instance=MSSQLSERVER. VD=Global\VNBU0-4716-14884-1761494273_SQLVDIMemoryName_0. ,1,SQLVDI,Application,AWSDBSQ62PV,2025-11-14 12:09:12,Application,Error,2025-11-14 09:37:48.807000000
The AwsReplicationPostConvertService service has stopped : process exited unexpectedly.,4100,AwsReplicationPostConvertService,Application,AWSDBSQ48PV,2025-11-14 00:51:27,Application,Error,2025-11-14 09:37:48.807000000
Current server is unaccessible switching to a failover host; current='hc1siem20p.thecarlylegroup.local' failover='dr1siem22p.thecarlylegroup.local',206,syslog-ng Agent,Application,LX1APDS01PV,2025-11-14 18:51:29,Application,Warning,2025-11-14 09:37:48.807000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,HC1DBSQ53PV,2025-11-14 20:56:10,System,Warning,2025-11-14 09:37:48.807000000
PausingBindingUntilAfterCheckin.242.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,HC1DBSQ21PV,2025-11-14 09:10:04,Application,Error,2025-11-14 09:37:48.810000000
The system failed to register host (A or AAAA) resource records (RRs) for network adapterwith settings:           Adapter Name : {A9DFEAD5-DBD5-49C0-94F5-FD47EE80088D}           Host Name : AWSDBSQ48PV           Primary Domain Suffix : thecarlylegroup.local           DNS server list :             	10.18.128.2           Sent update to server : <?>           IP Address(es) :             10.18.128.196The reason the system could not register these RRs was because the DNS server failed the update request. The most likely cause of this is that the authoritative DNS server required to process this update request has a lock in place on the zone probably because a zone transfer is in progress.You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist contact your DNS server or network systems administrator.,8020,Microsoft-Windows-DNS-Client,System,AWSDBSQ48PV,2025-11-14 10:16:36,System,Warning,2025-11-14 09:37:48.810000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService140,Application,HC1DBSQ45PV,2025-11-14 03:15:33,application,Warning,2025-11-14 09:37:48.810000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10149,Microsoft-Windows-WinRM,System,LX1APDS02PV,2025-11-14 13:54:51,System,Warning,2025-11-14 09:37:48.810000000
The program progress.exe version 10.300.123.1231 stopped interacting with Windows and was closed. To see if more information about the problem is available check the problem history in the Security and Maintenance control panel. Process ID: b4c Start Time: 01dc52372b5bf912 Termination Time: 18 Application Path: C:\Program Files\Veritas\NetBackup\bin\progress.exe Report Id: 9747fd1c-c0c1-4196-ac17-9d4623798ead Faulting package full name:  Faulting package-relative application ID:  Hang type: Unknown,1002,Application Hang,Application,HC1DBSQ53PV,2025-11-14 16:03:16,Application,Error,2025-11-14 09:37:48.810000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,HC1DBSQ45PV,2025-11-14 18:17:14,system,Warning,2025-11-14 09:37:48.813000000
wmiprvse (6824D50) SoftwareUsageMetrics-Prv: Flush map file "C:\WINDOWS\system32\LogFiles\Sum\{3E6C4322-E16B-463B-ABD2-98433A4305A5}.jfm" will be deleted. Reason: ReadHdrFailed.,640,ESENT,Application,HC1DBSQ53PV,2025-11-14 05:22:25,Application,Warning,2025-11-14 09:37:48.813000000
PausingBindingUntilAfterCheckin.244.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,LX1APDS02PV,2025-11-14 20:19:34,Application,Error,2025-11-14 09:37:48.813000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService150,Application,HC1DBSQ57PV,2025-11-14 03:21:45,Application,Warning,2025-11-14 09:37:48.813000000
The server {4991D34B-80A1-4291-83B6-3328366B9097} did not register with DCOM within the required timeout.,10010,Microsoft-Windows-DistributedCOM,System,AWSDBSQ50PV,2025-11-14 18:35:19,System,Error,2025-11-14 09:37:48.817000000
The Desktop Window Manager process has exited. (Process exit code: 0x000000ff Restart count: 1 Primary display device ID: Microsoft Basic Render Driver),0,Dwminit,Application,HC1DBSQ64PV,2025-11-14 15:46:41,Application,Warning,2025-11-14 09:37:48.817000000
An TLS 1.2 connection request was received from a remote client application but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.,36874,Schannel,System,HC1DBSQ64PV,2025-11-14 22:25:53,System,Error,2025-11-14 09:37:48.817000000
wmiprvse (8572D50) SoftwareUsageMetrics-Prv: Flush map file "C:\WINDOWS\system32\LogFiles\Sum\{0CEF8877-2297-4FB7-B72B-4857F2A2BFB9}.jfm" will be deleted. Reason: ReadHdrFailed.,640,ESENT,Application,LX1APDS02PV,2025-11-14 16:38:54,Application,Warning,2025-11-14 09:37:48.820000000
The server service was unable to recreate the share MSCase because the directory L:\MSCase no longer exists.  Please run "net share MSCase /delete" to delete the share or recreate the directory L:\MSCase.,2511,Server,System,HC1DBSQ39PV,2025-11-14 05:16:57,System,Warning,2025-11-14 09:37:48.820000000
Certificate for local system with Thumbprint fd 17 fd 1f 03 37 5b 73 ae 7c b8 cc 5a 78 d4 f1 ee 72 01 ce is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,HC1DBSQ53PV,2025-11-14 23:58:16,Application,Warning,2025-11-14 09:37:48.820000000
This computer was not able to set up a secure session with a domain controller in domain CARLYLEDC due to the following: We can't sign you in with this credential because your domain isn't available. Make sure your device is connected to your organization's network and try again. If you previously signed in on this device with another credential you can sign in with that credential. This may lead to authentication problems. Make sure that this computer is connected to the network. If the problem persists please contact your domain administrator.  ADDITIONAL INFO If this computer is a domain controller for the specified domain it sets up the secure session to the primary domain controller emulator in the specified domain. Otherwise this computer sets up the secure session to any domain controller in the specified domain.,5719,NETLOGON,System,AWSDBSQ50PV,2025-11-14 11:20:33,System,Error,2025-11-14 09:37:48.817000000
The winlogon notification subscriber <GPClient> took 87 second(s) to handle the notification event (Logon).,6006,Microsoft-Windows-Winlogon,Application,LX1APDS02PV,2025-11-14 20:15:15,Application,Warning,2025-11-14 09:37:48.820000000
Current server is unaccessible switching to a failover host; current='hc1siem20p.thecarlylegroup.local' failover='dr1siem22p.thecarlylegroup.local',206,syslog-ng Agent,Application,HC1DBSQ55Pv,2025-11-14 00:09:20,application,Warning,2025-11-14 09:37:48.820000000
PausingBindingUntilAfterCheckin.244.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,AWSDBSQ62PV,2025-11-14 21:04:39,Application,Error,2025-11-14 09:37:48.820000000
The processing of Group Policy failed. Windows could not resolve the computer name. This could be caused by one of more of the following: a) Name Resolution failure on the current domain controller. b) Active Directory Replication Latency (an account created on another domain controller has not replicated to the current domain controller).,1055,Microsoft-Windows-GroupPolicy,System,LX1APDS01PV,2025-11-14 14:42:58,System,Error,2025-11-14 09:37:48.823000000
The SNMP Service encountered an error while accessing the registry key SYSTEM\CurrentControlSet\Services\SNMP\Parameters\TrapConfiguration.,1500,SNMP,System,HC1DBSQ36Pv,2025-11-14 05:02:27,System,Error,2025-11-14 09:37:48.823000000
User hive is loaded by another process (Registry Lock) Process name: C:\Windows\System32\svchost.exe PID: 4868 ProfSvc PID: 2164.,1552,Microsoft-Windows-User Profiles Service,Application,HC1DBSQ64PV,2025-11-14 13:23:36,Application,Error,2025-11-14 09:37:48.823000000
wmiprvse (9960D50) SoftwareUsageMetrics-Prv: Flush map file "C:\Windows\system32\LogFiles\Sum\{6828FBF9-F2D2-4CED-8589-D81D66220F51}.jfm" will be deleted. Reason: ReadHdrFailed.,640,ESENT,Application,HC1DBSQ70PV,2025-11-14 23:35:22,Application,Warning,2025-11-14 09:37:48.827000000
Certificate for local system with Thumbprint d6 a0 d4 5b ca 8e 34 43 53 50 7c 32 f3 49 ff 97 2c 35 d2 d9 is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,AWSDBSQ50PV,2025-11-14 20:00:19,Application,Warning,2025-11-14 09:37:48.827000000
